target,text
ham,Bring it if you got it
ham,K then 2marrow are you coming to class.
ham,What you need. You have a person to give na.
ham,Yeah whatever lol
ham,R u saying i should re order the slippers cos i had to pay for returning it.
ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
ham,What you doing?how are you?
ham,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day."
ham,Wait  &lt;#&gt;  min..
ham,I cant pick the phone right now. Pls send a message
ham,Can... I'm free...
ham,"I guess you could be as good an excuse as any, lol."
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,Okie
ham,Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
ham,I'm good. Have you registered to vote?
ham,Are you up for the challenge? I know i am :)
ham,i see. When we finish we have loads of loans to pay
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,Ill call you evening ill some ideas.
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?"
spam,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
ham,How will I creep on you now? ;_;
ham,"Come round, it's . "
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
ham,what I meant to say is cant wait to see u again getting bored of this bridgwater banter
ham,Do u noe how 2 send files between 2 computers?
ham,Hmmm:)how many players selected?
ham,"alright, I'll make sure the car is back tonight"
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,"Its ok chikku, and its my 1 of favourite song..:-)"
ham,No shoot me. I'm in the docs waiting room. :/
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,No current and food here. I am alone also
ham,U reach orchard already? U wan 2 go buy tickets first?
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
ham,I cant pick the phone right now. Pls send a message
ham,I doubt you could handle 5 times per night in any case...
ham,I liked the new mobile
ham,I'm freezing and craving ice. Fml
ham,Oic... I saw him too but i tot he din c me... I found a group liao...
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
spam,PRIVATE! Your 2003 Account Statement for 078
ham,"Aight, see you in a bit"
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,Yes. that will be fine. Love you. Be safe.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,Stupid.its not possible
ham,\ER
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office.."
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Great. Never been better. Each day gives even more reasons to thank God
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,He also knows about lunch menu only da. . I know
ham,I am back. Good journey! Let me know if you need any of the receipts. Shall i tell you like the pendent?
ham,Hi good mornin.. Thanku wish u d same..
ham,Me n him so funny...
ham,Lemme know when you're here
ham,I'm on the bus. Love you
spam,<Forwarded from 88877>FREE entry into our å£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
ham,I am literally in bed and have been up for like  &lt;#&gt;  hours
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham,But i dint slept in afternoon.
ham,I think the other two still need to get cash but we can def be ready by 9
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,"It's fine, imma get a drink or somethin. Want me to come find you?"
ham,If we win its really no 1 side for long time.
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)"
ham,Mine here like all fr china then so noisy.
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
ham,What happen dear. Why you silent. I am tensed
ham,"Haha better late than ever, any way I could swing by?"
spam,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/Ì¼1.20 POBOXox36504W45WQ 16+"
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
ham,Mode men or have you left.
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,I cant pick the phone right now. Pls send a message
ham,Watching telugu movie..wat abt u?
ham,Long time. You remember me today.
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,\CHA QUITEAMUZING THATåÕSCOOL BABE
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,Then u going ikea str aft dat?
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,Yes princess! I want to catch you with my big strong hands...
ham,The new deus ex game comin early next yr
ham,Its ok..come to my home it vl nice to meet and v can chat..
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,What r u cooking me for dinner?
ham,Anything lor. Juz both of us lor.
ham,Have you bookedthe hut? And also your time off? How are you by the way?
ham,He telling not to tell any one. If so treat for me hi hi hi
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
ham,At 4. Let's go to bill millers
ham,Ha... U jus ate honey ar? So sweet...
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5"
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,We're finally ready fyi
ham,"Sorry, was in the bathroom, sup"
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat."
ham,Hi.what you think about match?
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 å£3/wk"
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham,So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,"Damn, poor zac doesn't stand a chance"
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,I'm fine. Hope you are good. Do take care.
ham,How many times i told in the stage all use to laugh. You not listen aha.
ham,5 nights...We nt staying at port step liao...Too ex
ham,Hahaha..use your brain dear
ham,Whatsup there. Dont u want to sleep
ham,Shall i get my pouch?
ham,ÌÏ predict wat time Ì_'ll finish buying?
spam,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk."
spam,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
ham,Oh did you charge camera
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Tiwary to rcb.battle between bang and kochi.
ham,Booked ticket for pongal?
ham,Hi..i got the money da:)
ham,Then u go back urself lor...
ham,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.
ham,I have no idea where you are
ham,Now thats going to ruin your thesis!
